,Model,DataType,Set,SetName,SubsetVariableNumber,TotSubsets,Statistic,N,TSS,Kappa,AUC,Spec,Sens,ThreshMxTSS,AICc_bg,NumDVars
182,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,15,250,Mean,10,0.57570078,0.561563668,0.87211656,0.790010977,0.785689803,0.425252525,21433.37296,82.1
183,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,20,250,Mean,10,0.58494512,0.570520323,0.876742932,0.806110501,0.778834619,0.423232323,21406.05029,89.2
184,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,25,250,Mean,10,0.598393246,0.588661411,0.883408708,0.824185876,0.774207369,0.423232323,21384.14425,99.1
185,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,3,250,SD,10,0.040055771,0.044790858,0.018883643,0.068896583,0.06056733,0.016529209,43.43776791,7.130529044
186,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,6,250,SD,10,0.016069771,0.019683182,0.010749024,0.046745659,0.03904255,0.013635324,63.44520812,7.69487564
187,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,8,250,SD,10,0.012456295,0.020196081,0.006704356,0.041622151,0.035609243,0.013676832,48.53342377,7.321960879
188,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,10,250,SD,10,0.019754672,0.022651984,0.010547413,0.037312875,0.036220206,0.017035839,42.54902969,8.171087239
189,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,12,250,SD,10,0.019548702,0.019339664,0.008643454,0.024089955,0.032308705,0.013841619,46.38006843,10.31988372
190,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,15,250,SD,10,0.013918686,0.019507891,0.004902867,0.030555099,0.030785982,0.01871642,21.43609309,10.56671924
191,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,20,250,SD,10,0.014375743,0.01525683,0.005321746,0.029316778,0.020685999,0.008844394,37.53134475,7.757433711
192,MaxentAll_RSFSAAUC,Top10FinalTrain,Top10,10_AllVariables,25,250,SD,10,0.014247774,0.012216886,0.003835459,0.025788403,0.026965449,0.01871642,12.22717454,7.430417963
97,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,3,250,Mean,10,0.01396505,0.018987571,0.004758107,0.018671679,-0.00470663,0.002020202,0,0
98,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,6,250,Mean,10,0.025459255,0.042430237,0.00876091,0.063392399,-0.037933144,0.022222222,0,0
99,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,8,250,Mean,10,0.018308575,0.035882401,0.015821654,0.022822256,-0.004513681,0.007070707,0,0
100,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,10,250,Mean,10,0.020103036,0.033975147,0.01470806,0.045065767,-0.024962731,0.016161616,0,0
101,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,12,250,Mean,10,0.030006101,0.050343225,0.017729363,0.062082553,-0.032076452,0.025252525,0,0
102,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,15,250,Mean,10,0.023773922,0.044048893,0.018896398,0.054475375,-0.030701453,0.023232323,0,0
103,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,20,250,Mean,10,0.030253865,0.042454662,0.019285018,0.042185877,-0.011932012,0.018181818,0,0
104,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,25,250,Mean,10,0.030673319,0.054941256,0.022664787,0.059633684,-0.028960366,0.029292929,0,0
105,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,3,250,SD,10,0.018231637,0.015228643,0.008710354,0.051024668,0.062908485,0.016356846,0,0
106,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,6,250,SD,10,0.013362079,0.011137298,0.008332627,0.045098686,0.044036242,0.017035839,0,0
107,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,8,250,SD,10,0.014147069,0.014652362,0.005336263,0.029968485,0.030638475,0.012643086,0,0
108,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,10,250,SD,10,0.016498679,0.02108219,0.007188501,0.049646836,0.050723093,0.021924338,0,0
109,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,12,250,SD,10,0.01281981,0.018020182,0.005481473,0.046338273,0.049145846,0.023448465,0,0
110,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,15,250,SD,10,0.011017754,0.016199279,0.005610318,0.049370662,0.049221501,0.022860936,0,0
111,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,20,250,SD,10,0.014276477,0.015504642,0.006252551,0.050312977,0.049372439,0.023712885,0,0
112,MaxentAll_RSFSAAUC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,25,250,SD,10,0.009585975,0.00510743,0.002413355,0.03853433,0.0408774,0.019890984,0,0
113,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,3,250,Mean,10,0.437063087,0.413650842,0.78068676,0.729700073,0.707363014,0.467676768,21785.92379,32.4
114,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,6,250,Mean,10,0.483447029,0.470068885,0.816250463,0.751426481,0.732020548,0.441414141,21649.08993,53.7
115,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,8,250,Mean,10,0.505760289,0.483917457,0.828930214,0.773226042,0.732534247,0.439393939,21526.02756,57.8
116,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,10,250,Mean,10,0.533233458,0.514379966,0.844270525,0.764740307,0.768493151,0.42020202,21483.51004,72
117,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,12,250,Mean,10,0.538397501,0.519949815,0.847455557,0.771616679,0.766780822,0.416161616,21468.83458,71.2
118,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,15,250,Mean,10,0.552603817,0.53603254,0.854724374,0.781199707,0.77140411,0.414141414,21404.10831,76.6
119,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,20,250,Mean,10,0.569343929,0.553611018,0.861970644,0.794001463,0.775342466,0.409090909,21387.17596,88.9
120,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,25,250,Mean,10,0.58211224,0.555590337,0.866783265,0.778858815,0.803253425,0.38989899,21348.77103,96.9
121,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,3,250,SD,10,0.038465989,0.048133186,0.015739304,0.067992628,0.054091102,0.016529209,41.57391064,4.501851471
122,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,6,250,SD,10,0.012584976,0.017256463,0.002977149,0.0456798,0.043799408,0.017848294,61.32256924,9.764447985
123,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,8,250,SD,10,0.010970544,0.020422101,0.00530894,0.04488433,0.041996102,0.010910338,74.52812286,8.107609594
124,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,10,250,SD,10,0.013456717,0.018778761,0.004790714,0.044077204,0.040567699,0.021924338,58.87086226,8.124038405
125,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,12,250,SD,10,0.017007669,0.009696949,0.002914301,0.044199253,0.041410201,0.021188058,65.78374558,9.693067397
126,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,15,250,SD,10,0.013035523,0.013059498,0.003258008,0.058379336,0.054384225,0.021820676,37.86541912,8.871928263
127,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,20,250,SD,10,0.011357835,0.015513847,0.001162942,0.056686226,0.057734801,0.027041041,43.23852143,6.488451279
128,MaxentAll_RSFSAAUC,Top10WrapperTest,Top10,10_AllVariables,25,250,SD,10,0.00842114,0.006308184,0.001855362,0.026678359,0.027885794,0.012776879,17.86914977,6.261877603
129,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,3,250,Mean,10,0.451028137,0.432638413,0.785444867,0.748371753,0.702656384,0.46969697,21785.92379,32.4
130,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,6,250,Mean,10,0.508906284,0.512499122,0.825011374,0.81481888,0.694087404,0.463636364,21649.08993,53.7
131,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,8,250,Mean,10,0.524068864,0.519799858,0.844751868,0.796048299,0.728020566,0.446464646,21526.02756,57.8
132,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,10,250,Mean,10,0.553336494,0.548355113,0.858978586,0.809806074,0.74353042,0.436363636,21483.51004,72
133,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,12,250,Mean,10,0.568403602,0.57029304,0.86518492,0.833699232,0.73470437,0.441414141,21468.83458,71.2
134,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,15,250,Mean,10,0.576377739,0.580081433,0.873620772,0.835675082,0.740702656,0.437373737,21404.10831,76.6
135,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,20,250,Mean,10,0.599597794,0.59606568,0.881255661,0.83618734,0.763410454,0.427272727,21387.17596,88.9
136,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,25,250,Mean,10,0.612785558,0.610531594,0.889448052,0.838492499,0.774293059,0.419191919,21348.77103,96.9
137,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,3,250,SD,10,0.033678564,0.044200419,0.01497973,0.050795342,0.038449171,0.015971099,41.57391064,4.501851471
138,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,6,250,SD,10,0.020824853,0.022388149,0.009558049,0.04051935,0.038035292,0.013841619,61.32256924,9.764447985
139,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,8,250,SD,10,0.015949928,0.02049765,0.007547809,0.049165257,0.041677321,0.016356846,74.52812286,8.107609594
140,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,10,250,SD,10,0.015604908,0.016478533,0.008512731,0.043863321,0.046416936,0.020646074,58.87086226,8.124038405
141,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,12,250,SD,10,0.017217329,0.017703872,0.006550988,0.027711947,0.036901266,0.017848294,65.78374558,9.693067397
142,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,15,250,SD,10,0.017715128,0.020938438,0.006763872,0.023778353,0.02735878,0.014324611,37.86541912,8.871928263
143,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,20,250,SD,10,0.011181951,0.012316217,0.006318593,0.0224219,0.025201965,0.015095294,43.23852143,6.488451279
144,MaxentAll_RSFSAAUC,Top10WrapperTrain,Top10,10_AllVariables,25,250,SD,10,0.009110446,0.007474031,0.003391291,0.028796502,0.031323892,0.015244756,17.86914977,6.261877603
