,Model,DataType,Set,SetName,SubsetVariableNumber,TotSubsets,Statistic,N,TSS,Kappa,AUC,Spec,Sens,ThreshMxTSS,AICc_bg,NumDVars
191,MaxentAll_RSFSAAIC,Top10FinalTrain,Top10,10_AllVariables,20,250,SD,10,0.008335467,0.00798126,0.003270319,0.024827336,0.028746059,0.014637754,34.4491967,8.799621204
192,MaxentAll_RSFSAAIC,Top10FinalTrain,Top10,10_AllVariables,25,250,SD,10,0.012413562,0.010134045,0.004301268,0.029902868,0.037273149,0.017299977,27.70791976,11.53208086
97,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,3,250,Mean,10,0.009691983,0.011947904,0.00804862,-0.014050842,0.023742825,-0.009090909,0,0
98,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,6,250,Mean,10,0.027500031,0.039163204,0.014276831,0.041553893,-0.014053861,0.014141414,0,0
99,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,8,250,Mean,10,0.033097134,0.046080078,0.020964925,0.040973113,-0.007875979,0.015151515,0,0
100,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,10,250,Mean,10,0.025985399,0.043445348,0.019392368,0.042207183,-0.016221784,0.014141414,0,0
101,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,12,250,Mean,10,0.038163094,0.062925339,0.023756553,0.055611533,-0.017448439,0.022222222,0,0
102,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,15,250,Mean,10,0.030506588,0.050627798,0.02185503,0.053926902,-0.023420314,0.022222222,0,0
103,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,20,250,Mean,10,0.038352394,0.057784068,0.028058863,0.056194508,-0.017842114,0.021212121,0,0
104,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,25,250,Mean,10,0.042652173,0.06654275,0.029459122,0.064171465,-0.021519292,0.027272727,0,0
105,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,3,250,SD,10,0.021140899,0.017113786,0.010737053,0.037664764,0.050865159,0.011116211,0,0
106,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,6,250,SD,10,0.018228208,0.016650022,0.007984863,0.030742111,0.032516085,0.011856442,0,0
107,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,8,250,SD,10,0.016392545,0.020558571,0.006354614,0.037397049,0.026744647,0.016665816,0,0
108,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,10,250,SD,10,0.009200068,0.015462198,0.003742283,0.056740932,0.059435718,0.023903353,0,0
109,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,12,250,SD,10,0.016626541,0.012636305,0.00641307,0.031606805,0.040587319,0.019517006,0,0
110,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,15,250,SD,10,0.013207714,0.012455088,0.005240947,0.036248609,0.032356605,0.016356846,0,0
111,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,20,250,SD,10,0.014912042,0.016445808,0.004189424,0.042849883,0.039592492,0.022053229,0,0
112,MaxentAll_RSFSAAIC,Top10WrapperDiffTestTrain,Top10,10_AllVariables,25,250,SD,10,0.012233629,0.007035371,0.003513526,0.038653672,0.041059892,0.020782895,0,0
113,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,3,250,Mean,10,0.406925725,0.382668664,0.759704345,0.699049012,0.707876712,0.45959596,21748.76184,27.5
114,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,6,250,Mean,10,0.465932424,0.451851064,0.808890707,0.766788588,0.699143836,0.452525253,21601.75422,47.7
115,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,8,250,Mean,10,0.488250068,0.475174123,0.82204902,0.779517191,0.708732877,0.445454545,21503.43798,55.7
116,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,10,250,Mean,10,0.521409245,0.498082579,0.839818846,0.752231163,0.769178082,0.418181818,21441.29384,64.3
117,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,12,250,Mean,10,0.523991643,0.506210492,0.841876647,0.78632041,0.737671233,0.426262626,21424.69784,68.4
118,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,15,250,Mean,10,0.550716999,0.533780404,0.853671486,0.782223848,0.768493151,0.411111111,21381.44791,74.8
119,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,20,250,Mean,10,0.557843768,0.535047421,0.85535632,0.779590344,0.778253425,0.401010101,21343.63907,87.1
120,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,25,250,Mean,10,0.567600786,0.544578509,0.860022572,0.780614484,0.786986301,0.38989899,21315.3435,89.2
121,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,3,250,SD,10,0.051321911,0.066853064,0.028973019,0.101077071,0.072482742,0.018594884,28.77699471,7.090682462
122,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,6,250,SD,10,0.023284263,0.02046282,0.009924706,0.040534887,0.052555136,0.024650512,34.76666451,6.342975117
123,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,8,250,SD,10,0.031634903,0.032088645,0.014328381,0.041572472,0.044097407,0.014637754,49.38506849,6.254775953
124,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,10,250,SD,10,0.016572547,0.024205709,0.007507543,0.061184714,0.060528124,0.026597195,17.28969367,10.32849349
125,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,12,250,SD,10,0.019252879,0.022237914,0.008479436,0.026435209,0.034396551,0.019517006,23.60986083,7.026932316
126,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,15,250,SD,10,0.012411882,0.011228538,0.004192839,0.046900391,0.045064584,0.022359539,19.7613489,7.539525479
127,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,20,250,SD,10,0.014703762,0.016538541,0.004074648,0.048036507,0.040434573,0.02335157,13.09055895,8.385834617
128,MaxentAll_RSFSAAIC,Top10WrapperTest,Top10,10_AllVariables,25,250,SD,10,0.013773613,0.014479038,0.004929903,0.034744756,0.029395808,0.01663177,15.27406458,5.43241301
129,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,3,250,Mean,10,0.416617708,0.394616568,0.767752964,0.684998171,0.731619537,0.450505051,21748.76184,27.5
130,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,6,250,Mean,10,0.493432455,0.491014268,0.823167538,0.808342481,0.685089974,0.466666667,21601.75422,47.7
131,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,8,250,Mean,10,0.521347202,0.521254201,0.843013945,0.820490304,0.700856898,0.460606061,21503.43798,55.7
132,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,10,250,Mean,10,0.547394644,0.541527927,0.859211215,0.794438346,0.752956298,0.432323232,21441.29384,64.3
133,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,12,250,Mean,10,0.562154736,0.569135831,0.8656332,0.841931943,0.720222793,0.448484848,21424.69784,68.4
134,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,15,250,Mean,10,0.581223586,0.584408202,0.875526516,0.83615075,0.745072836,0.433333333,21381.44791,74.8
135,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,20,250,Mean,10,0.596196163,0.592831489,0.883415182,0.835784852,0.760411311,0.422222222,21343.63907,87.1
136,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,25,250,Mean,10,0.610252959,0.611121259,0.889481694,0.84478595,0.765467009,0.417171717,21315.3435,89.2
137,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,3,250,SD,10,0.056633607,0.073141831,0.028520613,0.111007432,0.083085042,0.017299977,28.77699471,7.090682462
138,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,6,250,SD,10,0.032516085,0.035582379,0.012331046,0.028216006,0.034518446,0.014906359,34.76666451,6.342975117
139,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,8,250,SD,10,0.023246192,0.02186559,0.010080933,0.038349445,0.047995555,0.021401008,49.38506849,6.254775953
140,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,10,250,SD,10,0.017162448,0.020130305,0.008079358,0.043022682,0.042142292,0.017688789,17.28969367,10.32849349
141,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,12,250,SD,10,0.016341744,0.018601561,0.005138528,0.026961956,0.034040058,0.019165319,23.60986083,7.026932316
142,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,15,250,SD,10,0.015934265,0.015993509,0.005448054,0.026502197,0.033673779,0.015392767,19.7613489,7.539525479
143,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,20,250,SD,10,0.012431178,0.010417497,0.004234278,0.016169411,0.01662176,0.007967784,13.09055895,8.385834617
144,MaxentAll_RSFSAAIC,Top10WrapperTrain,Top10,10_AllVariables,25,250,SD,10,0.010738212,0.010165696,0.003466928,0.029401065,0.034010805,0.019661685,15.27406458,5.43241301
